Date,AAPL,AMZN,BA,BRK-B,CAT,CVX,DUK,F,GE,GOOGL,JNJ,JPM,KO,MSFT,NVDA,PFE,PG,SO,WMT,XOM
2010-01-04,,,,,,,,,,,,,,,,,,,,
2010-01-05,0.0017274954436043656,0.005882553077422513,0.032226855611237684,0.004820733796227938,0.011885099832475033,0.0070580828525368365,-0.016637174536756907,0.06405179381397036,0.005164765513677037,-0.004413377834900897,-0.0116631221912287,0.01918503654414952,-0.012170416348656562,0.00032295980085989484,0.014496979572692362,-0.014365544672789768,0.0003276086642763376,-0.020356157581532284,-0.010007356968872188,0.003897029560728916
2010-01-06,-0.016034077588191982,-0.018281731831784387,0.029883429425361967,-0.005122867505482039,0.0030325416770014928,0.00012578876434512815,0.0035885158402290617,0.03672604390485731,-0.005164765513677059,-0.025531813628627047,0.00810039548594998,0.005479382302804208,-0.000355122866183745,-0.006155790135191958,0.006376436164613679,-0.003220499282806895,-0.004754400685218755,0.014020129571530074,-0.0022373432083438883,0.008605509689977692
2010-01-07,-0.0018502926697911075,-0.017159649127417697,0.03968375122971397,0.003919832306932624,0.004030606654416719,-0.003774284962548523,0.004764670476187075,0.0251860690627643,0.050484089333469685,-0.02355485050199612,-0.007162464183441594,0.019615144355886297,-0.0024882109449317793,-0.010454186065549728,-0.019792414271353163,-0.003770825663553306,-0.005438129703025208,-0.004246093210514564,0.0005598788417440543,-0.00314697648113985
2010-01-08,0.006626351222238813,0.026716846611540366,-0.009693254928566982,-0.00030092765970982826,0.011165710209098708,0.0017631580935897743,0.0005939998728602661,0.0025699554418549446,0.02130968886699729,0.013243042093291406,0.0034321280262813105,-0.0024589434151137857,-0.018682319147801805,0.006873041133150668,0.0021587137647391358,0.00806249190786388,-0.0013225629690538344,-0.0021299965836364637,-0.00505008231685058,-0.004019338398867184
2010-01-11,-0.008860722675821301,-0.02433505937166178,-0.01192120232346886,0.0009026261706847339,0.06091723440847924,0.01758704013040185,0.010044312778983084,0.0352973723601238,0.009592317303448207,-0.001512657688485223,0.0001557933618668179,-0.0033629531237628733,0.020104511907369997,-0.012802016897267454,-0.014115131064317136,0.00799781654985175,-0.003978903980281135,0.013012387451232274,0.016366555839376136,0.011157009588759582
2010-01-12,-0.01144058082593713,-0.022977063228986586,-0.007254865386175988,-0.007547205635382966,-0.02991411483681736,-0.005827961029438563,0.0011752315188926904,-0.020017066427916088,0.0005961787250417373,-0.017842243078215175,0.005279923595578426,-0.023631924617623253,0.01078277333137537,-0.0066292156866626425,-0.034486156121679386,-0.0031914740972412716,0.011396738238434215,-0.00633355753051295,0.0095464084892706,-0.004990861742555723
2010-01-13,0.014007040491783262,0.013725599220580243,0.012007724595231854,0.0,0.001444396848707872,-0.007615081062393667,0.002345750535001663,-0.016136421165746335,0.0035719623444800406,-0.005757632422585394,0.006331110362240451,0.017324494102735594,0.002633333157678365,0.009268712470170496,0.01349088205396448,0.02317074717331491,0.010293252333918281,0.014120840241526236,0.0051029785876449815,-0.004010798002490219
2010-01-14,-0.005807913968031278,-0.013725599220580217,0.006519011645417295,-0.0006062582150660397,-0.005630482812446037,-0.0031379725015552263,0.0,0.006825991714020094,-0.00775446148035603,0.004690119325802851,0.0019989580164655116,0.009894208181218434,0.0017522766713135877,0.019899455181350743,-0.015757151613280066,0.008811310910186278,0.0009749664772020982,-0.0023898995626703027,-0.014649387076915574,0.00014383341724321318
2010-01-15,-0.01685379417857787,-0.0016503527607932434,-0.012093420291662129,-0.015584679541861303,-0.0236701482350823,-0.004030625483156894,-0.01000832181956419,-0.013698823604914482,-0.015691550602446737,-0.016840106444780192,-0.008330068378705957,-0.022859407786144363,-0.014812558564352065,-0.0032350401385392285,-0.029939166929260023,0.0056593964604149186,-0.012418330001781516,-0.0029945650350732865,-0.009825312332118396,-0.00821430550907842
